,2005
de,29.0
con,17.0
y,15.0
en,14.0
me,12.0
a,12.0
el,12.0
la,11.0
que,11.0
lo,6.0
,6.0
mis,6.0
mi,6.0
no,5.0
un,5.0
rap,4.0
mucho,4.0
del,4.0
mientras,4.0
porque,4.0
La,4.0
una,4.0
era,4.0
canción,3.0
amiga,3.0
Shakira,3.0
recuerdo,3.0
clase,3.0
hacía,3.0
años,3.0
escuchaba,3.0
los,3.0
o,3.0
Madonna,2.0
unos,2.0
escucharla,2.0
Pitbull,2.0
le,2.0
Cuando,2.0
Me,2.0
escucho,2.0
reírme,2.0
durante,2.0
deberes,2.0
por,2.0
su,2.0
ese,2.0
recuerdos,2.0
gustaba,2.0
CD,2.0
esta,2.0
ya,2.0
ha,2.0
las,2.0
viaje,2.0
canciones,2.0
coche,2.0
padres,2.0
Recuerdo,2.0
al,2.0
tenía,2.0
DiscMan,1.0
13/14,1.0
momento.,1.0
Viva,1.0
dibujaba,1.0
camino,1.0
MTV,1.0
betis,1.0
disco,1.0
Barcelona,1.0
acera,1.0
versi,1.0
concreta,1.0
tus,1.0
colgando,1.0
suya,1.0
dijo,1.0
hermano,1.0
hammerfall,1.0
chico,1.0
Hará,1.0
ipod.,1.0
barrio,1.0
Violadores,1.0
casi,1.0
Pero,1.0
ella.,1.0
años.,1.0
época,1.0
amigas,1.0
siempre,1.0
En,1.0
dije,1.0
Ir,1.0
"hermanas,",1.0
niño,1.0
ella,1.0
desde,1.0
e,1.0
amigos,1.0
Escuchar,1.0
estaba,1.0
recordado,1.0
The,1.0
juntos,1.0
compañero,1.0
poco,1.0
siendo,1.0
10,1.0
misma,1.0
video,1.0
concreto,1.0
muchísimo,1.0
particular,1.0
parte,1.0
"""suerte",1.0
"colegio,",1.0
favorita,1.0
manos,1.0
final,1.0
"youtube,",1.0
ritmo,1.0
pechos,1.0
sabía,1.0
"amistad,",1.0
nuestra,1.0
gran,1.0
diría,1.0
dábamos,1.0
sentaba,1.0
Tanto,1.0
escucharlo.,1.0
quemé,1.0
escucharlo,1.0
recopilación,1.0
hop,1.0
hip,1.0
robo,1.0
par,1.0
Sanz,1.0
Alejandro,1.0
"básicamente,",1.0
Shakira.,1.0
todavía,1.0
disfruto,1.0
surgió,1.0
nuevos,1.0
nombres,1.0
d,1.0
verso?),1.0
violadores,1.0
(rapsus,1.0
raprero,1.0
este,1.0
temazos.,1.0
buscaba,1.0
Estas,1.0
descubría,1.0
"adolescente,",1.0
algo”,1.0
Tele,1.0
acompañado,1.0
“me,1.0
muchísimos,1.0
aparecían,1.0
discografía,1.0
piso,1.0
pequeños,1.0
compu,1.0
1,1.0
variaciones),1.0
(con,1.0
estuve,1.0
escuchar,1.0
letra,1.0
inventaba,1.0
león,1.0
peluche,1.0
"ella,",1.0
pesadísimo,1.0
haber,1.0
ridículas,1.0
parecían,1.0
bus,1.0
(2012-2014),1.0
tarde,1.0
"montañas""",1.0
confundas,1.0
hora,1.0
(recuerdo,1.0
consciente,1.0
"Katrina,",1.0
"meses,",1.0
gracias,1.0
Day,1.0
Green,1.0
U2,1.0
conocí,1.0
guays,1.0
probablemente,1.0
Coming,1.0
pesado,1.0
Are,1.0
Saints,1.0
primos.,1.0
tíos,1.0
sino,1.0
molestando).,1.0
gracia,1.0
parar,1.0
también,1.0
nunca.,1.0
recuerdan,1.0
colegio,1.0
acuerdo,1.0
regaló,1.0
radio,1.0
hacerlo,1.0
otras,1.0
ponía,1.0
trae,1.0
recuerda,1.0
hace,1.0
más,1.0
toda,1.0
sus,1.0
hacíamos,1.0
ser,1.0
sido,1.0
5,1.0
clase.,1.0
tenia,1.0
algunas,1.0
como,1.0
pequeña,1.0
se,1.0
menos,1.0
imitar,1.0
4,1.0
poner,1.0
pueblo,1.0
cantar,1.0
son,1.0
casa,1.0
madre,1.0
cantando,1.0
estar,1.0
cuando,1.0
para,1.0
